# =========================================
# Dataset
# Developed by: Shahab Fatemi
# Date: 2024-04-20
# Features: 
#    - R (radial distance) in (m),
#    - Theta (polar angle) in (rad),
#    - Phi (gravitational potential) in (J/kg).
#
# The data is generated for educational purposes only.
#
# MIT License — Shahab Fatemi (2025); 
# For use in the Machine Learning in Physics course, Umeå University, Sweden 
# See the full license text in the parent folder.
# =========================================
R [meter],Theta [radian],Phi [J/kg]
7.864782E+07,1.6501E+00,-7.405630E+07
7.967255E+07,1.6501E+00,-7.296197E+07
8.069727E+07,1.6501E+00,-7.281541E+07
8.172200E+07,1.6501E+00,-7.070175E+07
8.274673E+07,1.6501E+00,-7.017524E+07
8.377145E+07,1.6501E+00,-6.706433E+07
8.479618E+07,1.6501E+00,-6.787325E+07
8.582091E+07,1.6501E+00,-6.832295E+07
8.684564E+07,1.6501E+00,-6.883500E+07
8.787036E+07,1.6501E+00,-6.588974E+07
8.889509E+07,1.6501E+00,-6.732542E+07
8.991982E+07,1.6501E+00,-6.497646E+07
9.094455E+07,1.6501E+00,-6.405173E+07
9.196927E+07,1.6501E+00,-6.372767E+07
9.299400E+07,1.6501E+00,-6.267213E+07
9.401873E+07,1.6501E+00,-6.273713E+07
9.504345E+07,1.6501E+00,-6.145165E+07
9.606818E+07,1.6501E+00,-6.078200E+07
9.709291E+07,1.6501E+00,-5.906614E+07
9.811764E+07,1.6501E+00,-5.892231E+07
9.914236E+07,1.6501E+00,-5.863864E+07
1.001671E+08,1.6501E+00,-5.905648E+07
1.011918E+08,1.6501E+00,-5.751273E+07
1.022165E+08,1.6501E+00,-5.695775E+07
1.032413E+08,1.6501E+00,-5.454951E+07
1.042660E+08,1.6501E+00,-5.606835E+07
1.052907E+08,1.6501E+00,-5.314927E+07
1.063155E+08,1.6501E+00,-5.444300E+07
1.073402E+08,1.6501E+00,-5.649744E+07
1.083649E+08,1.6501E+00,-5.172234E+07
1.093896E+08,1.6501E+00,-5.362916E+07
1.104144E+08,1.6501E+00,-5.246939E+07
1.114391E+08,1.6501E+00,-5.114430E+07
1.124638E+08,1.6501E+00,-5.335469E+07
1.134885E+08,1.6501E+00,-4.990078E+07
1.145133E+08,1.6501E+00,-5.126167E+07
1.155380E+08,1.6501E+00,-5.059067E+07
1.165627E+08,1.6501E+00,-4.934183E+07
1.175875E+08,1.6501E+00,-4.997833E+07
1.186122E+08,1.6501E+00,-4.905489E+07
1.196369E+08,1.6501E+00,-4.853068E+07
1.206616E+08,1.6501E+00,-4.649773E+07
1.216864E+08,1.6501E+00,-4.771358E+07
1.227111E+08,1.6501E+00,-4.588185E+07
1.237358E+08,1.6501E+00,-4.836637E+07
1.247605E+08,1.6501E+00,-4.596413E+07
1.257853E+08,1.6501E+00,-4.581099E+07
1.268100E+08,1.6501E+00,-4.504739E+07
2.536200E+07,1.6819E+00,-2.313509E+08
2.638673E+07,1.6819E+00,-2.228562E+08
2.741145E+07,1.6819E+00,-2.135865E+08
2.843618E+07,1.6819E+00,-2.040966E+08
2.946091E+07,1.6819E+00,-1.993992E+08
3.048564E+07,1.6819E+00,-1.904151E+08
3.151036E+07,1.6819E+00,-1.855093E+08
3.253509E+07,1.6819E+00,-1.804901E+08
3.355982E+07,1.6819E+00,-1.735968E+08
3.458455E+07,1.6819E+00,-1.695000E+08
3.560927E+07,1.6819E+00,-1.642812E+08
3.663400E+07,1.6819E+00,-1.606696E+08
3.765873E+07,1.6819E+00,-1.538742E+08
3.868345E+07,1.6819E+00,-1.495690E+08
3.970818E+07,1.6819E+00,-1.481886E+08
4.073291E+07,1.6819E+00,-1.426197E+08
4.175764E+07,1.6819E+00,-1.376246E+08
4.278236E+07,1.6819E+00,-1.357940E+08
4.380709E+07,1.6819E+00,-1.339144E+08
4.483182E+07,1.6819E+00,-1.303239E+08
4.585655E+07,1.6819E+00,-1.253347E+08
4.688127E+07,1.6819E+00,-1.237731E+08
4.790600E+07,1.6819E+00,-1.195921E+08
4.893073E+07,1.6819E+00,-1.188553E+08
4.995545E+07,1.6819E+00,-1.159865E+08
5.098018E+07,1.6819E+00,-1.140350E+08
5.200491E+07,1.6819E+00,-1.129669E+08
5.302964E+07,1.6819E+00,-1.080992E+08
5.405436E+07,1.6819E+00,-1.078879E+08
5.507909E+07,1.6819E+00,-1.045538E+08
5.610382E+07,1.6819E+00,-1.041097E+08
5.712855E+07,1.6819E+00,-1.003106E+08
5.815327E+07,1.6819E+00,-1.006653E+08
5.917800E+07,1.6819E+00,-9.860514E+07
6.020273E+07,1.6819E+00,-9.587660E+07
6.122745E+07,1.6819E+00,-9.470282E+07
6.225218E+07,1.6819E+00,-9.393291E+07
6.327691E+07,1.6819E+00,-9.227501E+07
6.430164E+07,1.6819E+00,-9.123169E+07
6.532636E+07,1.6819E+00,-8.951553E+07
6.635109E+07,1.6819E+00,-8.700720E+07
6.737582E+07,1.6819E+00,-8.701014E+07
6.840055E+07,1.6819E+00,-8.572275E+07
6.942527E+07,1.6819E+00,-8.208048E+07
7.045000E+07,1.6819E+00,-8.282807E+07
7.147473E+07,1.6819E+00,-8.138801E+07
7.249945E+07,1.6819E+00,-8.011645E+07
7.352418E+07,1.6819E+00,-7.947118E+07
7.454891E+07,1.6819E+00,-7.907194E+07
7.557364E+07,1.6819E+00,-7.693807E+07
7.659836E+07,1.6819E+00,-7.545690E+07
7.762309E+07,1.6819E+00,-7.384373E+07
7.864782E+07,1.6819E+00,-7.334882E+07
7.967255E+07,1.6819E+00,-7.443725E+07
8.069727E+07,1.6819E+00,-7.089247E+07
8.172200E+07,1.6819E+00,-7.115341E+07
8.274673E+07,1.6819E+00,-7.019924E+07
8.377145E+07,1.6819E+00,-6.930160E+07
8.479618E+07,1.6819E+00,-6.960589E+07
8.582091E+07,1.6819E+00,-6.722454E+07
8.684564E+07,1.6819E+00,-6.568523E+07
8.787036E+07,1.6819E+00,-6.589370E+07
8.889509E+07,1.6819E+00,-6.662659E+07
8.991982E+07,1.6819E+00,-6.482125E+07
9.094455E+07,1.6819E+00,-6.354259E+07
9.196927E+07,1.6819E+00,-6.353124E+07
9.299400E+07,1.6819E+00,-6.262462E+07
9.401873E+07,1.6819E+00,-6.097597E+07
9.504345E+07,1.6819E+00,-6.115705E+07
9.606818E+07,1.6819E+00,-6.238257E+07
9.709291E+07,1.6819E+00,-6.222571E+07
9.811764E+07,1.6819E+00,-5.866883E+07
9.914236E+07,1.6819E+00,-5.827959E+07
1.001671E+08,1.6819E+00,-5.807314E+07
1.011918E+08,1.6819E+00,-5.606713E+07
1.022165E+08,1.6819E+00,-5.594173E+07
1.032413E+08,1.6819E+00,-5.587459E+07
1.042660E+08,1.6819E+00,-5.576546E+07
1.052907E+08,1.6819E+00,-5.327840E+07
1.063155E+08,1.6819E+00,-5.279495E+07
1.073402E+08,1.6819E+00,-5.281066E+07
1.083649E+08,1.6819E+00,-5.499738E+07
1.093896E+08,1.6819E+00,-5.310831E+07
1.104144E+08,1.6819E+00,-5.301498E+07
1.114391E+08,1.6819E+00,-5.207067E+07
1.124638E+08,1.6819E+00,-4.999401E+07
1.134885E+08,1.6819E+00,-5.156025E+07
1.145133E+08,1.6819E+00,-5.060076E+07
1.155380E+08,1.6819E+00,-5.100761E+07
1.165627E+08,1.6819E+00,-5.061770E+07
1.175875E+08,1.6819E+00,-4.935998E+07
1.186122E+08,1.6819E+00,-5.085435E+07
1.196369E+08,1.6819E+00,-4.865907E+07
1.206616E+08,1.6819E+00,-4.708419E+07
1.216864E+08,1.6819E+00,-4.741547E+07
1.227111E+08,1.6819E+00,-4.806548E+07
1.237358E+08,1.6819E+00,-4.698495E+07
1.247605E+08,1.6819E+00,-4.585329E+07
1.257853E+08,1.6819E+00,-4.556990E+07
1.268100E+08,1.6819E+00,-4.616284E+07
2.536200E+07,1.7136E+00,-2.318147E+08
2.638673E+07,1.7136E+00,-2.227023E+08
2.741145E+07,1.7136E+00,-2.145824E+08
2.843618E+07,1.7136E+00,-2.056293E+08
2.946091E+07,1.7136E+00,-1.980823E+08
3.048564E+07,1.7136E+00,-1.924254E+08
3.151036E+07,1.7136E+00,-1.860374E+08
3.253509E+07,1.7136E+00,-1.790391E+08
3.355982E+07,1.7136E+00,-1.740694E+08
3.458455E+07,1.7136E+00,-1.700489E+08
3.560927E+07,1.7136E+00,-1.631239E+08
3.663400E+07,1.7136E+00,-1.598978E+08
3.765873E+07,1.7136E+00,-1.547800E+08
3.868345E+07,1.7136E+00,-1.489959E+08
3.970818E+07,1.7136E+00,-1.457855E+08
4.073291E+07,1.7136E+00,-1.427630E+08
4.175764E+07,1.7136E+00,-1.387139E+08
4.278236E+07,1.7136E+00,-1.351639E+08
4.380709E+07,1.7136E+00,-1.328104E+08
4.483182E+07,1.7136E+00,-1.296584E+08
4.585655E+07,1.7136E+00,-1.260037E+08
4.688127E+07,1.7136E+00,-1.247418E+08
4.790600E+07,1.7136E+00,-1.213480E+08
4.893073E+07,1.7136E+00,-1.188261E+08
4.995545E+07,1.7136E+00,-1.147627E+08
5.098018E+07,1.7136E+00,-1.156336E+08
5.200491E+07,1.7136E+00,-1.125214E+08
5.302964E+07,1.7136E+00,-1.100114E+08
5.405436E+07,1.7136E+00,-1.071702E+08
5.507909E+07,1.7136E+00,-1.039896E+08
5.610382E+07,1.7136E+00,-1.030332E+08
5.712855E+07,1.7136E+00,-1.018138E+08
5.815327E+07,1.7136E+00,-9.971153E+07
5.917800E+07,1.7136E+00,-9.778987E+07
6.020273E+07,1.7136E+00,-9.743986E+07
6.122745E+07,1.7136E+00,-9.496256E+07
6.225218E+07,1.7136E+00,-9.288023E+07
6.327691E+07,1.7136E+00,-9.201417E+07
6.430164E+07,1.7136E+00,-9.106018E+07
6.532636E+07,1.7136E+00,-8.859392E+07
6.635109E+07,1.7136E+00,-8.812128E+07
6.737582E+07,1.7136E+00,-8.740314E+07
6.840055E+07,1.7136E+00,-8.485217E+07
6.942527E+07,1.7136E+00,-8.325526E+07
7.045000E+07,1.7136E+00,-8.194615E+07
7.147473E+07,1.7136E+00,-8.102693E+07
7.249945E+07,1.7136E+00,-7.999536E+07
7.352418E+07,1.7136E+00,-7.992963E+07
7.454891E+07,1.7136E+00,-7.698024E+07
7.557364E+07,1.7136E+00,-7.808234E+07
7.659836E+07,1.7136E+00,-7.402084E+07
7.762309E+07,1.7136E+00,-7.606611E+07
7.864782E+07,1.7136E+00,-7.462959E+07
7.967255E+07,1.7136E+00,-7.161506E+07
8.069727E+07,1.7136E+00,-7.199762E+07
8.172200E+07,1.7136E+00,-7.155044E+07
8.274673E+07,1.7136E+00,-6.871188E+07
8.377145E+07,1.7136E+00,-6.954123E+07
8.479618E+07,1.7136E+00,-6.849394E+07
8.582091E+07,1.7136E+00,-6.759402E+07
8.684564E+07,1.7136E+00,-6.686217E+07
8.787036E+07,1.7136E+00,-6.625461E+07
8.889509E+07,1.7136E+00,-6.519504E+07
8.991982E+07,1.7136E+00,-6.454382E+07
9.094455E+07,1.7136E+00,-6.252188E+07
9.196927E+07,1.7136E+00,-6.359928E+07
9.299400E+07,1.7136E+00,-5.995323E+07
9.401873E+07,1.7136E+00,-6.207426E+07
9.504345E+07,1.7136E+00,-5.996446E+07
9.606818E+07,1.7136E+00,-5.924265E+07
9.709291E+07,1.7136E+00,-6.032923E+07
9.811764E+07,1.7136E+00,-5.740590E+07
9.914236E+07,1.7136E+00,-5.816221E+07
1.001671E+08,1.7136E+00,-5.893377E+07
1.011918E+08,1.7136E+00,-5.830101E+07
1.022165E+08,1.7136E+00,-5.569553E+07
1.032413E+08,1.7136E+00,-5.729454E+07
1.042660E+08,1.7136E+00,-5.366091E+07
1.052907E+08,1.7136E+00,-5.572352E+07
1.063155E+08,1.7136E+00,-5.293933E+07
1.073402E+08,1.7136E+00,-5.368388E+07
1.083649E+08,1.7136E+00,-5.272718E+07
1.093896E+08,1.7136E+00,-5.295461E+07
1.104144E+08,1.7136E+00,-5.256433E+07
1.114391E+08,1.7136E+00,-5.331657E+07
1.124638E+08,1.7136E+00,-5.070589E+07
1.134885E+08,1.7136E+00,-5.139775E+07
1.145133E+08,1.7136E+00,-4.972349E+07
1.155380E+08,1.7136E+00,-4.857431E+07
1.165627E+08,1.7136E+00,-4.949481E+07
1.175875E+08,1.7136E+00,-4.986173E+07
1.186122E+08,1.7136E+00,-4.734793E+07
1.196369E+08,1.7136E+00,-4.960644E+07
1.206616E+08,1.7136E+00,-4.985446E+07
1.216864E+08,1.7136E+00,-4.736551E+07
1.227111E+08,1.7136E+00,-4.689395E+07
1.237358E+08,1.7136E+00,-4.762892E+07
1.247605E+08,1.7136E+00,-4.507204E+07
1.257853E+08,1.7136E+00,-4.437184E+07
1.268100E+08,1.7136E+00,-4.480874E+07
2.536200E+07,1.7453E+00,-2.313179E+08
2.638673E+07,1.7453E+00,-2.226036E+08
2.741145E+07,1.7453E+00,-2.124971E+08
2.843618E+07,1.7453E+00,-2.049515E+08
2.946091E+07,1.7453E+00,-2.010220E+08
3.048564E+07,1.7453E+00,-1.903726E+08
3.151036E+07,1.7453E+00,-1.851669E+08
3.253509E+07,1.7453E+00,-1.796208E+08
3.355982E+07,1.7453E+00,-1.728603E+08
3.458455E+07,1.7453E+00,-1.686826E+08
3.560927E+07,1.7453E+00,-1.629379E+08
3.663400E+07,1.7453E+00,-1.588391E+08
3.765873E+07,1.7453E+00,-1.549546E+08
3.868345E+07,1.7453E+00,-1.500542E+08
3.970818E+07,1.7453E+00,-1.465928E+08
4.073291E+07,1.7453E+00,-1.431211E+08
4.175764E+07,1.7453E+00,-1.386523E+08
4.278236E+07,1.7453E+00,-1.359869E+08
4.380709E+07,1.7453E+00,-1.319469E+08
4.483182E+07,1.7453E+00,-1.282705E+08
4.585655E+07,1.7453E+00,-1.269761E+08
4.688127E+07,1.7453E+00,-1.237661E+08
4.790600E+07,1.7453E+00,-1.225443E+08
4.893073E+07,1.7453E+00,-1.181595E+08
4.995545E+07,1.7453E+00,-1.163712E+08
5.098018E+07,1.7453E+00,-1.130659E+08
5.200491E+07,1.7453E+00,-1.108113E+08
5.302964E+07,1.7453E+00,-1.096675E+08
5.405436E+07,1.7453E+00,-1.085637E+08
5.507909E+07,1.7453E+00,-1.033731E+08
5.610382E+07,1.7453E+00,-1.042421E+08
5.712855E+07,1.7453E+00,-1.000897E+08
5.815327E+07,1.7453E+00,-1.001202E+08
5.917800E+07,1.7453E+00,-9.884968E+07
6.020273E+07,1.7453E+00,-9.568731E+07
6.122745E+07,1.7453E+00,-9.464746E+07
6.225218E+07,1.7453E+00,-9.391177E+07
6.327691E+07,1.7453E+00,-9.227154E+07
6.430164E+07,1.7453E+00,-8.962733E+07
6.532636E+07,1.7453E+00,-9.003455E+07
6.635109E+07,1.7453E+00,-8.668138E+07
6.737582E+07,1.7453E+00,-8.796000E+07
6.840055E+07,1.7453E+00,-8.251228E+07
6.942527E+07,1.7453E+00,-8.400961E+07
7.045000E+07,1.7453E+00,-8.318647E+07
7.147473E+07,1.7453E+00,-8.115772E+07
7.249945E+07,1.7453E+00,-8.103666E+07
7.352418E+07,1.7453E+00,-7.781319E+07
7.454891E+07,1.7453E+00,-7.722108E+07
7.557364E+07,1.7453E+00,-7.738466E+07
7.659836E+07,1.7453E+00,-7.620413E+07
7.762309E+07,1.7453E+00,-7.421823E+07
7.864782E+07,1.7453E+00,-7.333055E+07
7.967255E+07,1.7453E+00,-7.291451E+07
8.069727E+07,1.7453E+00,-7.152967E+07
8.172200E+07,1.7453E+00,-7.063609E+07
8.274673E+07,1.7453E+00,-6.961488E+07
8.377145E+07,1.7453E+00,-6.872390E+07
8.479618E+07,1.7453E+00,-6.753504E+07
8.582091E+07,1.7453E+00,-6.860617E+07
8.684564E+07,1.7453E+00,-6.545926E+07
8.787036E+07,1.7453E+00,-6.594853E+07
8.889509E+07,1.7453E+00,-6.566472E+07
8.991982E+07,1.7453E+00,-6.536750E+07
9.094455E+07,1.7453E+00,-6.342391E+07
9.196927E+07,1.7453E+00,-6.568547E+07
9.299400E+07,1.7453E+00,-6.314913E+07
9.401873E+07,1.7453E+00,-6.212532E+07
9.504345E+07,1.7453E+00,-5.994344E+07
9.606818E+07,1.7453E+00,-5.988899E+07
9.709291E+07,1.7453E+00,-5.929011E+07
9.811764E+07,1.7453E+00,-6.043804E+07
9.914236E+07,1.7453E+00,-5.850280E+07
1.001671E+08,1.7453E+00,-5.610318E+07
1.011918E+08,1.7453E+00,-5.730546E+07
1.022165E+08,1.7453E+00,-5.552165E+07
1.032413E+08,1.7453E+00,-5.601988E+07
1.042660E+08,1.7453E+00,-5.365263E+07
1.052907E+08,1.7453E+00,-5.358951E+07
1.063155E+08,1.7453E+00,-5.405346E+07
1.073402E+08,1.7453E+00,-5.479155E+07
1.083649E+08,1.7453E+00,-5.366985E+07
1.093896E+08,1.7453E+00,-5.352704E+07
1.104144E+08,1.7453E+00,-5.123170E+07
1.114391E+08,1.7453E+00,-5.150314E+07
1.124638E+08,1.7453E+00,-5.206434E+07
1.134885E+08,1.7453E+00,-4.908248E+07
1.145133E+08,1.7453E+00,-5.039898E+07
1.155380E+08,1.7453E+00,-4.883858E+07
1.165627E+08,1.7453E+00,-5.029602E+07
1.175875E+08,1.7453E+00,-4.921198E+07
1.186122E+08,1.7453E+00,-5.050464E+07
1.196369E+08,1.7453E+00,-4.909904E+07
1.206616E+08,1.7453E+00,-4.730608E+07
1.216864E+08,1.7453E+00,-4.757110E+07
1.227111E+08,1.7453E+00,-4.930525E+07
1.237358E+08,1.7453E+00,-4.778825E+07
1.247605E+08,1.7453E+00,-4.680456E+07
1.257853E+08,1.7453E+00,-4.588045E+07
1.268100E+08,1.7453E+00,-4.723542E+07
2.536200E+07,1.7771E+00,-2.321470E+08
2.638673E+07,1.7771E+00,-2.234803E+08
2.741145E+07,1.7771E+00,-2.144705E+08
2.843618E+07,1.7771E+00,-2.061042E+08
2.946091E+07,1.7771E+00,-1.991273E+08
3.048564E+07,1.7771E+00,-1.924669E+08
3.151036E+07,1.7771E+00,-1.858318E+08
3.253509E+07,1.7771E+00,-1.784665E+08
3.355982E+07,1.7771E+00,-1.743590E+08
3.458455E+07,1.7771E+00,-1.678199E+08
3.560927E+07,1.7771E+00,-1.646301E+08
3.663400E+07,1.7771E+00,-1.573706E+08
3.765873E+07,1.7771E+00,-1.541048E+08
3.868345E+07,1.7771E+00,-1.515460E+08
3.970818E+07,1.7771E+00,-1.463034E+08
4.073291E+07,1.7771E+00,-1.418911E+08
4.175764E+07,1.7771E+00,-1.392890E+08
4.278236E+07,1.7771E+00,-1.354950E+08
4.380709E+07,1.7771E+00,-1.329363E+08
4.483182E+07,1.7771E+00,-1.290396E+08
4.585655E+07,1.7771E+00,-1.259079E+08
4.688127E+07,1.7771E+00,-1.245860E+08
4.790600E+07,1.7771E+00,-1.214318E+08
4.893073E+07,1.7771E+00,-1.193837E+08
4.995545E+07,1.7771E+00,-1.165197E+08
5.098018E+07,1.7771E+00,-1.137417E+08
5.200491E+07,1.7771E+00,-1.101656E+08
5.302964E+07,1.7771E+00,-1.099026E+08
5.405436E+07,1.7771E+00,-1.075255E+08
5.507909E+07,1.7771E+00,-1.065246E+08
5.610382E+07,1.7771E+00,-1.029312E+08
5.712855E+07,1.7771E+00,-1.026764E+08
5.815327E+07,1.7771E+00,-1.006286E+08
5.917800E+07,1.7771E+00,-9.615745E+07
6.020273E+07,1.7771E+00,-9.542197E+07
6.122745E+07,1.7771E+00,-9.570767E+07
6.225218E+07,1.7771E+00,-9.411853E+07
6.327691E+07,1.7771E+00,-9.165327E+07
6.430164E+07,1.7771E+00,-9.043402E+07
6.532636E+07,1.7771E+00,-8.780056E+07
6.635109E+07,1.7771E+00,-8.904390E+07
6.737582E+07,1.7771E+00,-8.633171E+07
6.840055E+07,1.7771E+00,-8.659789E+07
6.942527E+07,1.7771E+00,-8.374751E+07
7.045000E+07,1.7771E+00,-8.080233E+07
7.147473E+07,1.7771E+00,-8.201228E+07
7.249945E+07,1.7771E+00,-7.960307E+07
7.352418E+07,1.7771E+00,-7.762394E+07
7.454891E+07,1.7771E+00,-7.750184E+07
7.557364E+07,1.7771E+00,-7.469390E+07
7.659836E+07,1.7771E+00,-7.642012E+07
7.762309E+07,1.7771E+00,-7.560019E+07
7.864782E+07,1.7771E+00,-7.243406E+07
7.967255E+07,1.7771E+00,-7.345149E+07
8.069727E+07,1.7771E+00,-7.248503E+07
8.172200E+07,1.7771E+00,-7.203490E+07
8.274673E+07,1.7771E+00,-7.041333E+07
8.377145E+07,1.7771E+00,-6.945732E+07
8.479618E+07,1.7771E+00,-6.858696E+07
8.582091E+07,1.7771E+00,-6.963468E+07
8.684564E+07,1.7771E+00,-6.621456E+07
8.787036E+07,1.7771E+00,-6.562065E+07
8.889509E+07,1.7771E+00,-6.667022E+07
8.991982E+07,1.7771E+00,-6.480984E+07
9.094455E+07,1.7771E+00,-6.406902E+07
9.196927E+07,1.7771E+00,-6.259377E+07
9.299400E+07,1.7771E+00,-6.177701E+07
9.401873E+07,1.7771E+00,-6.309430E+07
9.504345E+07,1.7771E+00,-6.137037E+07
9.606818E+07,1.7771E+00,-5.846982E+07
9.709291E+07,1.7771E+00,-5.708814E+07
9.811764E+07,1.7771E+00,-5.972535E+07
9.914236E+07,1.7771E+00,-5.940820E+07
1.001671E+08,1.7771E+00,-5.746908E+07
1.011918E+08,1.7771E+00,-5.857742E+07
1.022165E+08,1.7771E+00,-5.707729E+07
1.032413E+08,1.7771E+00,-5.653105E+07
1.042660E+08,1.7771E+00,-5.345219E+07
1.052907E+08,1.7771E+00,-5.488775E+07
1.063155E+08,1.7771E+00,-5.518608E+07
1.073402E+08,1.7771E+00,-5.305928E+07
1.083649E+08,1.7771E+00,-5.338773E+07
1.093896E+08,1.7771E+00,-5.472348E+07
1.104144E+08,1.7771E+00,-5.269044E+07
1.114391E+08,1.7771E+00,-5.417991E+07
1.124638E+08,1.7771E+00,-5.076204E+07
1.134885E+08,1.7771E+00,-5.027448E+07
1.145133E+08,1.7771E+00,-5.213604E+07
1.155380E+08,1.7771E+00,-5.075743E+07
1.165627E+08,1.7771E+00,-4.904125E+07
1.175875E+08,1.7771E+00,-4.792214E+07
1.186122E+08,1.7771E+00,-4.758868E+07
1.196369E+08,1.7771E+00,-4.755687E+07
1.206616E+08,1.7771E+00,-4.719677E+07
1.216864E+08,1.7771E+00,-4.708005E+07
1.227111E+08,1.7771E+00,-4.770894E+07
1.237358E+08,1.7771E+00,-4.556034E+07
1.247605E+08,1.7771E+00,-4.572879E+07
1.257853E+08,1.7771E+00,-4.657120E+07
1.268100E+08,1.7771E+00,-4.494668E+07
2.536200E+07,1.8088E+00,-2.321913E+08
2.638673E+07,1.8088E+00,-2.241452E+08
2.741145E+07,1.8088E+00,-2.136496E+08
2.843618E+07,1.8088E+00,-2.076007E+08
2.946091E+07,1.8088E+00,-1.973403E+08
3.048564E+07,1.8088E+00,-1.917988E+08
3.151036E+07,1.8088E+00,-1.876684E+08
3.253509E+07,1.8088E+00,-1.789367E+08
3.355982E+07,1.8088E+00,-1.747992E+08
3.458455E+07,1.8088E+00,-1.693753E+08
3.560927E+07,1.8088E+00,-1.632054E+08
3.663400E+07,1.8088E+00,-1.592095E+08
3.765873E+07,1.8088E+00,-1.551648E+08
3.868345E+07,1.8088E+00,-1.519284E+08
3.970818E+07,1.8088E+00,-1.478504E+08
4.073291E+07,1.8088E+00,-1.422283E+08
4.175764E+07,1.8088E+00,-1.373453E+08
4.278236E+07,1.8088E+00,-1.359097E+08
4.380709E+07,1.8088E+00,-1.329886E+08
4.483182E+07,1.8088E+00,-1.291473E+08
4.585655E+07,1.8088E+00,-1.258770E+08
4.688127E+07,1.8088E+00,-1.224561E+08
4.790600E+07,1.8088E+00,-1.216856E+08
4.893073E+07,1.8088E+00,-1.197912E+08
4.995545E+07,1.8088E+00,-1.159023E+08
5.098018E+07,1.8088E+00,-1.137324E+08
5.200491E+07,1.8088E+00,-1.109148E+08
5.302964E+07,1.8088E+00,-1.102187E+08
5.405436E+07,1.8088E+00,-1.071323E+08
5.507909E+07,1.8088E+00,-1.048341E+08
5.610382E+07,1.8088E+00,-1.044240E+08
5.712855E+07,1.8088E+00,-1.023936E+08
5.815327E+07,1.8088E+00,-9.986685E+07
5.917800E+07,1.8088E+00,-9.714766E+07
6.020273E+07,1.8088E+00,-9.676326E+07
6.122745E+07,1.8088E+00,-9.472156E+07
6.225218E+07,1.8088E+00,-9.281701E+07
6.327691E+07,1.8088E+00,-9.072420E+07
6.430164E+07,1.8088E+00,-9.233901E+07
6.532636E+07,1.8088E+00,-8.988430E+07
6.635109E+07,1.8088E+00,-8.812710E+07
6.737582E+07,1.8088E+00,-8.559022E+07
6.840055E+07,1.8088E+00,-8.496912E+07
6.942527E+07,1.8088E+00,-8.198866E+07
7.045000E+07,1.8088E+00,-8.370656E+07
7.147473E+07,1.8088E+00,-8.157549E+07
7.249945E+07,1.8088E+00,-8.200863E+07
7.352418E+07,1.8088E+00,-7.935853E+07
7.454891E+07,1.8088E+00,-7.719045E+07
7.557364E+07,1.8088E+00,-7.637716E+07
7.659836E+07,1.8088E+00,-7.527487E+07
7.762309E+07,1.8088E+00,-7.283933E+07
7.864782E+07,1.8088E+00,-7.371655E+07
7.967255E+07,1.8088E+00,-7.221083E+07
8.069727E+07,1.8088E+00,-7.214813E+07
8.172200E+07,1.8088E+00,-7.114741E+07
8.274673E+07,1.8088E+00,-7.005197E+07
8.377145E+07,1.8088E+00,-7.083128E+07
8.479618E+07,1.8088E+00,-7.119868E+07
8.582091E+07,1.8088E+00,-6.748737E+07
8.684564E+07,1.8088E+00,-6.747815E+07
8.787036E+07,1.8088E+00,-6.792892E+07
8.889509E+07,1.8088E+00,-6.616104E+07
8.991982E+07,1.8088E+00,-6.440862E+07
9.094455E+07,1.8088E+00,-6.271965E+07
9.196927E+07,1.8088E+00,-6.416940E+07
9.299400E+07,1.8088E+00,-6.341762E+07
9.401873E+07,1.8088E+00,-6.118043E+07
9.504345E+07,1.8088E+00,-6.176857E+07
9.606818E+07,1.8088E+00,-6.135239E+07
9.709291E+07,1.8088E+00,-5.854961E+07
9.811764E+07,1.8088E+00,-6.000754E+07
9.914236E+07,1.8088E+00,-6.059535E+07
1.001671E+08,1.8088E+00,-5.935150E+07
1.011918E+08,1.8088E+00,-5.662110E+07
1.022165E+08,1.8088E+00,-5.706738E+07
1.032413E+08,1.8088E+00,-5.475413E+07
1.042660E+08,1.8088E+00,-5.581331E+07
1.052907E+08,1.8088E+00,-5.531377E+07
1.063155E+08,1.8088E+00,-5.501189E+07
1.073402E+08,1.8088E+00,-5.489851E+07
1.083649E+08,1.8088E+00,-5.321896E+07
1.093896E+08,1.8088E+00,-5.313246E+07
1.104144E+08,1.8088E+00,-5.320873E+07
1.114391E+08,1.8088E+00,-5.227711E+07
1.124638E+08,1.8088E+00,-5.307223E+07
1.134885E+08,1.8088E+00,-5.048327E+07
1.145133E+08,1.8088E+00,-5.160585E+07
1.155380E+08,1.8088E+00,-5.207881E+07
1.165627E+08,1.8088E+00,-5.006184E+07
1.175875E+08,1.8088E+00,-5.044425E+07
1.186122E+08,1.8088E+00,-4.872928E+07
1.196369E+08,1.8088E+00,-4.929619E+07
1.206616E+08,1.8088E+00,-4.697836E+07
1.216864E+08,1.8088E+00,-4.748339E+07
1.227111E+08,1.8088E+00,-4.697688E+07
1.237358E+08,1.8088E+00,-4.577461E+07
1.247605E+08,1.8088E+00,-4.670260E+07
1.257853E+08,1.8088E+00,-4.741546E+07
1.268100E+08,1.8088E+00,-4.479862E+07
2.536200E+07,1.8405E+00,-2.338503E+08
2.638673E+07,1.8405E+00,-2.231211E+08
2.741145E+07,1.8405E+00,-2.148077E+08
